,Título,Género,Subgénero,Enlace,Tiene Letra,Tiene Partitura,Tiene Video,Tiene Audio,Género_idx,Downloaded
731,Caballito criollo,Canción,Canción,https://www.todotango.com/musica/tema/2314/Caballito-criollo/,True,False,False,False,1,True
777,Cajita china,Canción,Canción,https://www.todotango.com/musica/tema/4859/Cajita-china/,True,False,False,False,1,True
785,Calesiteando,Canción,Canción,https://www.todotango.com/musica/tema/6795/Calesiteando/,True,False,False,False,1,True
804,Callejuelas del alma,Canción,Canción,https://www.todotango.com/musica/tema/6945/Callejuelas-del-alma/,True,False,False,False,1,True
807,Calor de nido,Canción,Canción,https://www.todotango.com/musica/tema/6760/Calor-de-nido/,True,False,False,False,1,True
819,Caminito soleado,Canción,Canción,https://www.todotango.com/musica/tema/212/Caminito-soleado/,True,False,True,True,1,True
822,Camino y en la noche,Canción,Canción,https://www.todotango.com/musica/tema/9696/Camino-y-en-la-noche/,True,False,False,False,1,True
839,Canción de caminantes,Canción,Canción,https://www.todotango.com/musica/tema/6263/Cancion-de-caminantes/,True,False,False,False,1,True
844,Canción de los jóvenes amantes,Canción,Canción,https://www.todotango.com/musica/tema/2327/Cancion-de-los-jovenes-amantes/,True,False,False,False,1,True
845,Canción de los recolectores,Canción,Canción,https://www.todotango.com/musica/tema/6029/Cancion-de-los-recolectores/,True,False,False,False,1,True
848,Canción del árbol del olvido,Canción,Canción,https://www.todotango.com/musica/tema/1716/Cancion-del-arbol-del-olvido/,True,False,False,False,1,True
849,Canción del estudiante,Canción,Canción,https://www.todotango.com/musica/tema/1002/Cancion-del-estudiante/,True,False,False,False,1,True
882,Cantata Buenos Aires,Canción,Canción,https://www.todotango.com/musica/tema/3019/Cantata-Buenos-Aires/,True,False,False,False,1,True
893,Canto rodado,Canción,Canción,https://www.todotango.com/musica/tema/6346/Canto-rodado/,True,True,False,False,1,True
1035,Cherí,Canción,Canción,https://www.todotango.com/musica/tema/3787/Cheri/,True,False,False,False,1,True
1066,Cien años,Canción,Canción,https://www.todotango.com/musica/tema/3000/Cien-anos/,True,False,False,False,1,True
1259,Cositas del amor,Canción,Canción,https://www.todotango.com/musica/tema/1123/Cositas-del-amor/,True,False,False,False,1,True
1270,"Criollita, decí que sí",Canción,Canción,https://www.todotango.com/musica/tema/214/Criollita-deci-que-si/,True,False,False,True,1,True
1287,Cuando estemos viejos,Canción,Canción,https://www.todotango.com/musica/tema/3296/Cuando-estemos-viejos/,True,False,False,True,1,True
1309,Cuando tú no estás,Canción,Canción,https://www.todotango.com/musica/tema/307/Cuando-tu-no-estas/,True,True,True,True,1,True
1405,De sol a sol,Canción,Canción,https://www.todotango.com/musica/tema/1369/De-sol-a-sol/,True,False,False,False,1,True
1444,Dejarme ir,Canción,Canción,https://www.todotango.com/musica/tema/5869/Dejarme-ir/,True,False,False,False,1,True
1499,Despedida [b],Canción,Canción,https://www.todotango.com/musica/tema/6727/Despedida-[b]/,True,False,False,False,1,True
1523,Dicen en todo el pago,Canción,Canción,https://www.todotango.com/musica/tema/7241/Dicen-en-todo-el-pago/,True,False,False,False,1,True
1555,Don Carlos,Canción,Canción,https://www.todotango.com/musica/tema/1363/Don-Carlos/,True,False,False,False,1,True
1600,Duerme,Canción,Canción,https://www.todotango.com/musica/tema/2432/Duerme/,True,False,False,False,1,True
1631,El amor cotidiano,Canción,Canción,https://www.todotango.com/musica/tema/3472/El-amor-cotidiano/,True,False,False,False,1,True
1632,El amor desolado,Canción,Canción,https://www.todotango.com/musica/tema/1138/El-amor-desolado/,True,False,False,True,1,True
1634,El amor imposible,Canción,Canción,https://www.todotango.com/musica/tema/3473/El-amor-imposible/,True,False,False,False,1,True
1636,El amor secreto,Canción,Canción,https://www.todotango.com/musica/tema/3470/El-amor-secreto/,True,False,False,False,1,True
1725,El día que me quieras,Canción,Canción,https://www.todotango.com/musica/tema/216/El-dia-que-me-quieras/,True,True,True,True,1,True
1805,El moño de terciopelo,Canción,Canción,https://www.todotango.com/musica/tema/5328/El-mono-de-terciopelo/,True,False,False,False,1,True
1810,El mundo voy a conquistar,Canción,Canción,https://www.todotango.com/musica/tema/9172/El-mundo-voy-a-conquistar/,True,False,False,False,1,True
1818,El otoño en una hoja,Canción,Canción,https://www.todotango.com/musica/tema/9260/El-otono-en-una-hoja/,True,False,False,False,1,True
1848,El poema en gris,Canción,Canción,https://www.todotango.com/musica/tema/2400/El-poema-en-gris/,True,True,False,True,1,True
1876,El rosal,Canción,Canción,https://www.todotango.com/musica/tema/610/El-rosal/,True,True,False,True,1,True
1934,El último zorzal,Canción,Canción,https://www.todotango.com/musica/tema/5457/El-ultimo-zorzal/,True,False,False,False,1,True
1941,El vicuñero,Canción,Canción,https://www.todotango.com/musica/tema/1015/El-vicunero/,True,False,False,False,1,True
1946,El viejo varieté,Canción,Canción,https://www.todotango.com/musica/tema/6259/El-viejo-variete/,True,False,False,False,1,True
1959,"Elvira Fernández, vendedora de tien",Canción,Canción,https://www.todotango.com/musica/tema/1124/Elvira-Fernandez-vendedora-de-tienda/,True,False,False,False,1,True
2061,Era linda mi gauchita,Canción,Canción,https://www.todotango.com/musica/tema/7242/Era-linda-mi-gauchita/,True,False,False,False,1,True
2063,Eran cinco amigos,Canción,Canción,https://www.todotango.com/musica/tema/5216/Eran-cinco-amigos/,True,False,False,False,1,True
2088,Esas no volverán,Canción,Canción,https://www.todotango.com/musica/tema/4512/Esas-no-volveran/,True,False,False,False,1,True
2146,Este es tu lugar,Canción,Canción,https://www.todotango.com/musica/tema/6717/Este-es-tu-lugar/,True,False,False,False,1,True
2147,Esther,Canción,Canción,https://www.todotango.com/musica/tema/7951/Esther/,True,False,False,False,1,True
2245,Fondo de abril,Canción,Canción,https://www.todotango.com/musica/tema/8328/Fondo-de-abril/,True,False,False,False,1,True
2252,Fraternal (Canción de Navidad y Año,Canción,Canción,https://www.todotango.com/musica/tema/1006/Fraternal-Cancion-de-Navidad-y-Ano-Nuevo/,True,False,False,False,1,True
2334,Graffiti,Canción,Canción,https://www.todotango.com/musica/tema/5116/Graffiti/,True,False,False,False,1,True
2343,Gris negro y marrón,Canción,Canción,https://www.todotango.com/musica/tema/9208/Gris-negro-y-marron/,True,False,False,False,1,True
2421,Hermano te nombro (Cuando canto),Canción,Canción,https://www.todotango.com/musica/tema/8921/Hermano-te-nombro-Cuando-canto/,True,False,False,False,1,True
2457,Honrar la vida,Canción,Canción,https://www.todotango.com/musica/tema/549/Honrar-la-vida/,True,False,True,True,1,True
2515,Insomnio,Canción,Canción,https://www.todotango.com/musica/tema/1040/Insomnio/,True,True,False,True,1,True
2544,Jazmín [b],Canción,Canción,https://www.todotango.com/musica/tema/6582/Jazmin-[b]/,True,False,False,False,1,True
2571,Julián de abajo,Canción,Canción,https://www.todotango.com/musica/tema/6976/Julian-de-abajo/,True,False,False,False,1,True
2576,Juntemos nuestras alas,Canción,Canción,https://www.todotango.com/musica/tema/4060/Juntemos-nuestras-alas/,True,False,False,False,1,True
2625,La canción del boyero,Canción,Canción,https://www.todotango.com/musica/tema/1016/La-cancion-del-boyero/,True,False,False,False,1,True
2651,La china fiera,Canción,Canción,https://www.todotango.com/musica/tema/7739/La-china-fiera/,True,True,False,False,1,True
2672,La culpa vos la tuviste,Canción,Canción,https://www.todotango.com/musica/tema/3539/La-culpa-vos-la-tuviste/,True,False,False,False,1,True
2701,La foto del escarabajo,Canción,Canción,https://www.todotango.com/musica/tema/3028/La-foto-del-escarabajo/,True,False,False,False,1,True
2776,La muerte del pibe,Canción,Canción,https://www.todotango.com/musica/tema/1979/La-muerte-del-pibe/,True,False,False,False,1,True
2783,La nave de fuego,Canción,Canción,https://www.todotango.com/musica/tema/2328/La-nave-de-fuego/,True,False,False,False,1,True
2796,La Parda Balcarce,Canción,Canción,https://www.todotango.com/musica/tema/1155/La-Parda-Balcarce/,True,False,False,False,1,True
2800,La Pasionaria,Canción,Canción,https://www.todotango.com/musica/tema/4174/La-Pasionaria/,True,False,False,False,1,True
2836,La rodada [b],Canción,Canción,https://www.todotango.com/musica/tema/3829/La-rodada-[b]/,True,False,False,False,1,True
2840,La rosa encarnada (Una rosa para mi,Canción,Canción,https://www.todotango.com/musica/tema/1967/La-rosa-encarnada-Una-rosa-para-mi-rosa/,True,False,False,False,1,True
2841,"La rosa, la espina y la niña",Canción,Canción,https://www.todotango.com/musica/tema/6959/La-rosa-la-espina-y-la-nina/,True,False,False,False,1,True
2844,La Santa,Canción,Canción,https://www.todotango.com/musica/tema/2001/La-Santa/,True,False,False,False,1,True
2856,La tierra rueda gira y gira,Canción,Canción,https://www.todotango.com/musica/tema/9697/La-tierra-rueda-gira-y-gira/,True,False,False,False,1,True
2902,Lágrimas [c],Canción,Canción,https://www.todotango.com/musica/tema/9171/Lagrimas-[c]/,True,False,False,False,1,True
2944,Lejana tierra mía,Canción,Canción,https://www.todotango.com/musica/tema/219/Lejana-tierra-mia/,True,False,True,True,1,True
2951,Levántate y canta,Canción,Canción,https://www.todotango.com/musica/tema/6352/Levantate-y-canta/,True,False,False,False,1,True
2998,Llueve [c],Canción,Canción,https://www.todotango.com/musica/tema/6854/Llueve-[c]/,True,False,False,False,1,True
3003,Lluvia de primavera,Canción,Canción,https://www.todotango.com/musica/tema/6918/Lluvia-de-primavera/,True,False,False,False,1,True
3033,Los afectos,Canción,Canción,https://www.todotango.com/musica/tema/3468/Los-afectos/,True,False,False,False,1,True
3055,Los jazmines de San Ignacio,Canción,Canción,https://www.todotango.com/musica/tema/1146/Los-jazmines-de-San-Ignacio/,True,False,False,False,1,True
3069,Los pájaros perdidos,Canción,Canción,https://www.todotango.com/musica/tema/2669/Los-pajaros-perdidos/,True,True,True,True,1,True
3071,Los pensamientos,Canción,Canción,https://www.todotango.com/musica/tema/1999/Los-pensamientos/,True,False,False,False,1,True
3132,Maldito rimmel,Canción,Canción,https://www.todotango.com/musica/tema/5120/Maldito-rimmel/,True,False,False,False,1,True
3186,Manuscro,Canción,Canción,https://www.todotango.com/musica/tema/9174/Manuscro/,True,False,False,False,1,True
3201,Margarita punzó,Canción,Canción,https://www.todotango.com/musica/tema/1712/Margarita-punzo/,True,False,False,False,1,True
3233,Marrón y plata (De agua marrón),Canción,Canción,https://www.todotango.com/musica/tema/6874/Marron-y-plata-De-agua-marron/,True,False,False,False,1,True
3273,Me importas vos,Canción,Canción,https://www.todotango.com/musica/tema/7949/Me-importas-vos/,True,False,False,False,1,True
3299,Melancolía es tu nombre,Canción,Canción,https://www.todotango.com/musica/tema/7205/Melancolia-es-tu-nombre/,True,False,False,False,1,True
3342,Mi árbol amigo,Canción,Canción,https://www.todotango.com/musica/tema/3229/Mi-arbol-amigo/,True,False,False,False,1,True
3351,Mi caballo jerezano,Canción,Canción,https://www.todotango.com/musica/tema/1975/Mi-caballo-jerezano/,True,False,False,False,1,True
3380,Mi María,Canción,Canción,https://www.todotango.com/musica/tema/7360/Mi-Maria/,True,False,False,False,1,True
3396,Mi ranchito,Canción,Canción,https://www.todotango.com/musica/tema/5204/Mi-ranchito/,True,False,False,False,1,True
3405,Mi sur,Canción,Canción,https://www.todotango.com/musica/tema/6876/Mi-sur/,True,False,False,False,1,True
3525,Mina de mi barrio,Canción,Canción,https://www.todotango.com/musica/tema/8082/Mina-de-mi-barrio/,True,False,False,False,1,True
3540,Mis harapos,Canción,Canción,https://www.todotango.com/musica/tema/5896/Mis-harapos/,True,True,False,False,1,True
3548,Misterio [b],Canción,Canción,https://www.todotango.com/musica/tema/5241/Misterio-[b]/,True,False,False,False,1,True
3570,Morocha triste,Canción,Canción,https://www.todotango.com/musica/tema/3234/Morocha-triste/,True,False,False,False,1,True
3598,"Mujer, me has ofendido",Canción,Canción,https://www.todotango.com/musica/tema/438/Mujer-me-has-ofendido/,True,True,False,False,1,True
3603,Muñeca azul,Canción,Canción,https://www.todotango.com/musica/tema/8362/Muneca-azul/,True,False,False,False,1,True
3613,Muñequita [b],Canción,Canción,https://www.todotango.com/musica/tema/6387/Munequita-[b]/,True,False,False,False,1,True
3668,Ni tus latidos,Canción,Canción,https://www.todotango.com/musica/tema/7965/Ni-tus-latidos/,True,False,False,False,1,True
3676,Nieve,Canción,Canción,https://www.todotango.com/musica/tema/2345/Nieve/,True,False,False,True,1,True
3704,No la quiero más,Canción,Canción,https://www.todotango.com/musica/tema/2484/No-la-quiero-mas/,True,False,True,False,1,True
3726,No mi amor,Canción,Canción,https://www.todotango.com/musica/tema/3846/No-mi-amor/,True,False,False,False,1,True
3791,Noches de pecados,Canción,Canción,https://www.todotango.com/musica/tema/3620/Noches-de-pecados/,True,False,False,False,1,True
3839,Nunca nunca madre,Canción,Canción,https://www.todotango.com/musica/tema/3798/Nunca-nunca-madre/,True,False,False,False,1,True
3926,Pablito El Grande,Canción,Canción,https://www.todotango.com/musica/tema/6828/Pablito-El-Grande/,True,False,False,False,1,True
3969,Pampa Luna,Canción,Canción,https://www.todotango.com/musica/tema/2829/Pampa-Luna/,True,True,False,False,1,True
4006,Parallele Welten,Canción,Canción,https://www.todotango.com/musica/tema/7950/Parallele-Welten/,True,False,False,False,1,True
4020,Pasa el amor,Canción,Canción,https://www.todotango.com/musica/tema/2752/Pasa-el-amor/,True,False,False,False,1,True
4026,Paseando por Florida,Canción,Canción,https://www.todotango.com/musica/tema/3580/Paseando-por-Florida/,True,False,False,False,1,True
4139,Pluma de nido,Canción,Canción,https://www.todotango.com/musica/tema/2830/Pluma-de-nido/,True,False,False,False,1,True
4199,Por el camino adelante,Canción,Canción,https://www.todotango.com/musica/tema/1962/Por-el-camino-adelante/,True,False,False,False,1,True
4264,Porque no te encuentro,Canción,Canción,https://www.todotango.com/musica/tema/7269/Porque-no-te-encuentro/,True,True,False,False,1,True
4268,Porque vas a venir,Canción,Canción,https://www.todotango.com/musica/tema/6148/Porque-vas-a-venir/,True,False,False,False,1,True
4269,Porteña dame tu boca,Canción,Canción,https://www.todotango.com/musica/tema/7771/Portena-dame-tu-boca/,True,True,False,False,1,True
4281,Postal de guerra,Canción,Canción,https://www.todotango.com/musica/tema/6264/Postal-de-guerra/,True,False,False,False,1,True
4297,Presagio de los dos,Canción,Canción,https://www.todotango.com/musica/tema/6855/Presagio-de-los-dos/,True,False,False,False,1,True
4399,Quejas,Canción,Canción,https://www.todotango.com/musica/tema/7240/Quejas/,True,False,False,False,1,True
4418,Quién sino tú,Canción,Canción,https://www.todotango.com/musica/tema/3847/Quien-sino-tu/,True,False,False,False,1,True
4432,Quijotada,Canción,Canción,https://www.todotango.com/musica/tema/4023/Quijotada/,True,False,False,False,1,True
4464,Recordando a mi padre,Canción,Canción,https://www.todotango.com/musica/tema/6863/Recordando-a-mi-padre/,True,False,False,False,1,True
4472,Recuerdos de antaño,Canción,Canción,https://www.todotango.com/musica/tema/7573/Recuerdos-de-antano/,True,True,False,False,1,True
4547,Rosal viejo,Canción,Canción,https://www.todotango.com/musica/tema/4508/Rosal-viejo/,True,False,False,False,1,True
4627,Se fue Gardel [c],Canción,Canción,https://www.todotango.com/musica/tema/4565/Se-fue-Gardel-[c]/,True,False,False,False,1,True
4685,Septiembre del ochenta y ocho,Canción,Canción,https://www.todotango.com/musica/tema/3305/Septiembre-del-ochenta-y-ocho/,True,False,False,False,1,True
4686,Ser feliz,Canción,Canción,https://www.todotango.com/musica/tema/3467/Ser-feliz/,True,False,True,False,1,True
4740,Siete lágrimas,Canción,Canción,https://www.todotango.com/musica/tema/1145/Siete-lagrimas/,True,False,False,False,1,True
4776,Sin permiso,Canción,Canción,https://www.todotango.com/musica/tema/6472/Sin-permiso/,True,False,False,False,1,True
4816,Soltando mis penas,Canción,Canción,https://www.todotango.com/musica/tema/8031/Soltando-mis-penas/,True,False,False,False,1,True
4833,Somos los ilusos,Canción,Canción,https://www.todotango.com/musica/tema/3021/Somos-los-ilusos/,True,False,False,False,1,True
4837,Soñando [b],Canción,Canción,https://www.todotango.com/musica/tema/2000/Sonando-[b]/,True,False,False,False,1,True
5071,Tiempo de madurez,Canción,Canción,https://www.todotango.com/musica/tema/6143/Tiempo-de-madurez/,True,False,False,False,1,True
5080,Tiento sobao,Canción,Canción,https://www.todotango.com/musica/tema/6833/Tiento-sobao/,True,False,False,False,1,True
5083,Tierra fértil,Canción,Canción,https://www.todotango.com/musica/tema/9698/Tierra-fertil/,True,False,False,False,1,True
5098,Tita de Buenos Aires,Canción,Canción,https://www.todotango.com/musica/tema/3308/Tita-de-Buenos-Aires/,True,False,False,False,1,True
5106,Todavía puedo,Canción,Canción,https://www.todotango.com/musica/tema/3309/Todavia-puedo/,True,False,False,False,1,True
5164,Tren de lejos,Canción,Canción,https://www.todotango.com/musica/tema/8722/Tren-de-lejos/,True,False,False,False,1,True
5178,Tristeza,Canción,Canción,https://www.todotango.com/musica/tema/7353/Tristeza/,True,False,False,False,1,True
5249,Un abrazo más,Canción,Canción,https://www.todotango.com/musica/tema/9257/Un-abrazo-mas/,True,False,False,False,1,True
5275,Un hombre al fin,Canción,Canción,https://www.todotango.com/musica/tema/6223/Un-hombre-al-fin/,True,False,False,False,1,True
5344,Una paloma porteña,Canción,Canción,https://www.todotango.com/musica/tema/7564/Una-paloma-portena/,True,False,False,False,1,True
5353,Una vida,Canción,Canción,https://www.todotango.com/musica/tema/3629/Una-vida/,True,True,False,False,1,True
5546,Vos tenéme cariño,Canción,Canción,https://www.todotango.com/musica/tema/6823/Vos-teneme-carino/,True,False,False,False,1,True
5554,Voy camino a los cincuenta,Canción,Canción,https://www.todotango.com/musica/tema/4777/Voy-camino-a-los-cincuenta/,True,False,False,False,1,True
1765,El huérfano [b],Vals,Arr. en vals,https://www.todotango.com/musica/tema/10235/El-huerfano-[b]/,True,False,False,False,8,True
3144,Malón de ausencia,Folklore,Aire de malambo,https://www.todotango.com/musica/tema/3848/Malon-de-ausencia/,True,True,False,True,2,True
103,A ver si te animás,Milonga,Candombe,https://www.todotango.com/musica/tema/3694/A-ver-si-te-animas/,True,False,False,False,4,True
260,Alma desakatada,Milonga,Candombe,https://www.todotango.com/musica/tema/5123/Alma-desakatada/,True,False,False,False,4,True
428,Aquí y ahora,Milonga,Candombe,https://www.todotango.com/musica/tema/8401/Aqui-y-ahora/,True,False,False,False,4,True
715,"Buenos Aires, buenos vientos",Milonga,Candombe,https://www.todotango.com/musica/tema/5112/Buenos-Aires-buenos-vientos/,True,False,False,False,4,True
808,Calún Gangué,Milonga,Candombe,https://www.todotango.com/musica/tema/2820/Calun-Gangue/,True,False,False,False,4,True
860,Candombe,Milonga,Candombe,https://www.todotango.com/musica/tema/7371/Candombe/,True,False,False,False,4,True
862,Candombe de agua,Milonga,Candombe,https://www.todotango.com/musica/tema/6998/Candombe-de-agua/,True,False,False,False,4,True
863,Candombe de las teclas,Milonga,Candombe,https://www.todotango.com/musica/tema/6904/Candombe-de-las-teclas/,True,False,False,False,4,True
864,Candombe esdrújulo,Milonga,Candombe,https://www.todotango.com/musica/tema/8181/Candombe-esdrujulo/,True,False,False,False,4,True
866,Candombe pa' enamorar,Milonga,Candombe,https://www.todotango.com/musica/tema/6381/Candombe-pa-enamorar/,True,False,False,False,4,True
867,Candombe para el que hasta ayer reí,Milonga,Candombe,https://www.todotango.com/musica/tema/3981/Candombe-para-el-que-hasta-ayer-reia/,True,False,False,False,4,True
868,Candombe para niños,Milonga,Candombe,https://www.todotango.com/musica/tema/8142/Candombe-para-ninos/,True,False,False,False,4,True
1015,Charol,Milonga,Candombe,https://www.todotango.com/musica/tema/3243/Charol/,True,False,False,False,4,True
1341,Currar es un deber,Milonga,Candombe,https://www.todotango.com/musica/tema/3699/Currar-es-un-deber/,True,False,False,False,4,True
1940,El viaje del negro,Milonga,Candombe,https://www.todotango.com/musica/tema/2478/El-viaje-del-negro/,True,False,False,False,4,True
1953,Elegía para Claudia,Milonga,Candombe,https://www.todotango.com/musica/tema/7394/Elegia-para-Claudia/,True,False,False,False,4,True
2264,Fruta madura,Milonga,Candombe,https://www.todotango.com/musica/tema/6090/Fruta-madura/,True,False,False,False,4,True
2439,Historias de mi cocina,Milonga,Candombe,https://www.todotango.com/musica/tema/7789/Historias-de-mi-cocina/,True,False,False,True,4,True
2478,Huesitos,Milonga,Candombe,https://www.todotango.com/musica/tema/7972/Huesitos/,True,False,False,False,4,True
2505,Imposible,Milonga,Candombe,https://www.todotango.com/musica/tema/3031/Imposible/,True,False,False,False,4,True
2555,Juan Manuel,Milonga,Candombe,https://www.todotango.com/musica/tema/247/Juan-Manuel/,True,False,False,False,4,True
2664,La cosa,Milonga,Candombe,https://www.todotango.com/musica/tema/6940/La-cosa/,True,False,False,False,4,True
3150,Mamá Tombá,Milonga,Candombe,https://www.todotango.com/musica/tema/7801/Mama-Tomba/,True,False,False,False,4,True
3160,Mañana Clara,Milonga,Candombe,https://www.todotango.com/musica/tema/6336/Manana-Clara/,True,False,False,False,4,True
3331,Merequetengue,Milonga,Candombe,https://www.todotango.com/musica/tema/7599/Merequetengue/,True,False,False,False,4,True
3534,Míreme pasar compadre,Milonga,Candombe,https://www.todotango.com/musica/tema/5901/Mireme-pasar-compadre/,True,False,False,False,4,True
3771,Noche de enero,Milonga,Candombe,https://www.todotango.com/musica/tema/3697/Noche-de-enero/,True,False,False,False,4,True
3850,Odiseo,Milonga,Candombe,https://www.todotango.com/musica/tema/4177/Odiseo/,True,False,False,False,4,True
3992,Para mi patria,Milonga,Candombe,https://www.todotango.com/musica/tema/3197/Para-mi-patria/,True,False,False,False,4,True
4062,Pena de luna [b],Milonga,Candombe,https://www.todotango.com/musica/tema/7393/Pena-de-luna-[b]/,True,False,False,False,4,True
4157,Pobre negro [b],Milonga,Candombe,https://www.todotango.com/musica/tema/1008/Pobre-negro-[b]/,True,False,False,False,4,True
4603,San Pugliese,Milonga,Candombe,https://www.todotango.com/musica/tema/8364/San-Pugliese/,True,False,False,False,4,True
4777,Sin pez ni pan,Milonga,Candombe,https://www.todotango.com/musica/tema/7041/Sin-pez-ni-pan/,True,False,False,False,4,True
4973,Tango negro [c],Milonga,Candombe,https://www.todotango.com/musica/tema/3704/Tango-negro-[c]/,True,False,False,True,4,True
5101,Tocá tangó,Milonga,Candombe,https://www.todotango.com/musica/tema/3695/Toca-tango/,True,False,False,True,4,True
2499,Ilusión de primavera,Folklore,Lazo,https://www.todotango.com/musica/tema/7132/Ilusion-de-primavera/,True,True,False,False,2,True
384,Apología del tango,Poema,Poema,https://www.todotango.com/musica/tema/1793/Apologia-del-tango/,True,False,False,False,6,True
385,Apología del tango [Brancatti],Poema,Poema,https://www.todotango.com/musica/tema/1017/Apologia-del-tango-[Brancatti]/,True,False,False,False,6,True
595,Barrio Once,Poema,Poema,https://www.todotango.com/musica/tema/1264/Barrio-Once/,True,False,False,False,6,True
928,Cariño gaucho [f],Poema,Poema,https://www.todotango.com/musica/tema/2284/Carino-gaucho-[f]/,True,False,False,False,6,True
946,Carne de presidio,Poema,Poema,https://www.todotango.com/musica/tema/6996/Carne-de-presidio/,True,False,False,False,6,True
2422,Hermano tordo,Poema,Poema,https://www.todotango.com/musica/tema/5334/Hermano-tordo/,True,False,False,False,6,True
2686,La epopeya del tango,Poema,Poema,https://www.todotango.com/musica/tema/6486/La-epopeya-del-tango/,True,False,False,False,6,True
3280,Me lo puede responder?,Poema,Poema,https://www.todotango.com/musica/tema/5836/Me-lo-puede-responder/,True,False,False,False,6,True
4037,Patios porteños,Poema,Poema,https://www.todotango.com/musica/tema/6847/Patios-portenos/,True,False,False,False,6,True
4493,Réquiem para mi vieja guitarra,Poema,Poema,https://www.todotango.com/musica/tema/6736/Requiem-para-mi-vieja-guitarra/,True,False,False,False,6,True
5219,Tu pañuelo,Poema,Poema,https://www.todotango.com/musica/tema/2283/Tu-panuelo/,True,False,False,False,6,True
1049,Chispazos de gloria,Folklore,Pericón,https://www.todotango.com/musica/tema/9148/Chispazos-de-gloria/,True,True,False,False,2,True
3941,Paja brava [b],Folklore,Pericón,https://www.todotango.com/musica/tema/1242/Paja-brava-[b]/,True,False,False,False,2,True
4703,Si Buenos Aires no fuera así,Folklore,Bailecito,https://www.todotango.com/musica/tema/6325/Si-Buenos-Aires-no-fuera-asi/,True,False,False,False,2,True
2401,Hay que seguir andando,Canción,Canción ciudadana,https://www.todotango.com/musica/tema/5843/Hay-que-seguir-andando/,True,False,False,False,1,True
4658,Seda de esperanzas,Canción,Canción ciudadana,https://www.todotango.com/musica/tema/3426/Seda-de-esperanzas/,True,False,False,False,1,True
1604,Dulce vida mía,Canción,Canción serrana,https://www.todotango.com/musica/tema/6188/Dulce-vida-mia/,True,False,False,False,1,True
3763,No volverá [c],Canción,Canción serrana,https://www.todotango.com/musica/tema/10182/No-volvera-[c]/,True,False,False,False,1,True
1727,El diablo en el corazón,Foxtrot,Shimmy,https://www.todotango.com/musica/tema/5993/El-diablo-en-el-corazon/,True,True,False,False,3,True
2851,La sulamita,Foxtrot,Shimmy,https://www.todotango.com/musica/tema/3441/La-sulamita/,True,True,False,False,3,True
3854,"Oh, amor amor",Foxtrot,Shimmy,https://www.todotango.com/musica/tema/4352/Oh-amor-amor/,True,True,False,False,3,True
4014,París [b],Foxtrot,Shimmy,https://www.todotango.com/musica/tema/7130/Paris-[b]/,True,False,False,False,3,True
4332,Pum Garibaldi,Foxtrot,Shimmy,https://www.todotango.com/musica/tema/4266/Pum-Garibaldi/,True,False,False,True,3,True
4363,Qué lindo es el shimmy!,Foxtrot,Shimmy,https://www.todotango.com/musica/tema/4722/Que-lindo-es-el-shimmy/,True,False,False,False,3,True
4504,Reyes del aire,Foxtrot,Shimmy,https://www.todotango.com/musica/tema/4535/Reyes-del-aire/,True,False,False,False,3,True
4854,Sonrisas,Foxtrot,Shimmy,https://www.todotango.com/musica/tema/4723/Sonrisas/,True,False,False,False,3,True
5583,Y con él se fue mi amor,Foxtrot,Shimmy,https://www.todotango.com/musica/tema/3267/Y-con-el-se-fue-mi-amor/,True,True,False,False,3,True
138,Adiós a Gardel,Otros ritmos,Corrido,https://www.todotango.com/musica/tema/2008/Adios-a-Gardel/,True,False,False,False,5,True
3286,Me quiero casar,Otros ritmos,Corrido,https://www.todotango.com/musica/tema/9422/Me-quiero-casar/,True,False,False,False,5,True
3712,No lo creas por favor,Otros ritmos,Corrido,https://www.todotango.com/musica/tema/1243/No-lo-creas-por-favor/,True,False,False,False,5,True
906,Caprichosa,Otros ritmos,Fado,https://www.todotango.com/musica/tema/3515/Caprichosa/,True,False,False,True,5,True
1381,De mi tierra [b],Otros ritmos,Fado,https://www.todotango.com/musica/tema/5941/De-mi-tierra-[b]/,True,False,False,False,5,True
3358,Mi china,Otros ritmos,Fado,https://www.todotango.com/musica/tema/5921/Mi-china/,True,False,False,False,5,True
134,Adiós (La tarde que partí),Otros ritmos,Bolero,https://www.todotango.com/musica/tema/7988/Adios-La-tarde-que-parti/,True,False,False,False,5,True
814,Caminando,Otros ritmos,Bolero,https://www.todotango.com/musica/tema/6059/Caminando/,True,False,False,False,5,True
1118,Como el verde mar,Otros ritmos,Bolero,https://www.todotango.com/musica/tema/2067/Como-el-verde-mar/,True,False,False,False,5,True
1257,Cosas pequeñas,Otros ritmos,Bolero,https://www.todotango.com/musica/tema/6446/Cosas-pequenas/,True,False,False,False,5,True
1529,Diez páginas nomás,Otros ritmos,Bolero,https://www.todotango.com/musica/tema/6797/Diez-paginas-nomas/,True,False,False,False,5,True
1582,Dos almas,Otros ritmos,Bolero,https://www.todotango.com/musica/tema/7128/Dos-almas/,True,True,True,False,5,True
1922,El último acto,Otros ritmos,Bolero,https://www.todotango.com/musica/tema/2668/El-ultimo-acto/,True,True,False,False,5,True
3792,Noches de Santiago,Otros ritmos,Bolero,https://www.todotango.com/musica/tema/3825/Noches-de-Santiago/,True,False,False,False,5,True
